央视移动源,#genre#
龙华日韩台,http://cdn8.163189.xyz/163189/lhrh
龙华偶像台,http://cdn8.163189.xyz/163189/lhox
龙华经典台,http://cdn8.163189.xyz/163189/lhjd
Astro QJ,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Quanjia
唯心,https://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
Astro AOD,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Aodhd
ViuTVSix,http://smt.1678520.xyz/smt3.2.3.php?id=viusix_twn
龙华戏剧台,http://cdn8.163189.xyz/163189/lhxj
习主席2025年93阅兵完整版,https://vd3.bdstatic.com/mda-ri2b90is4f6p4shy/cae_h264/1756888200825139529/mda-ri2b90is4f6p4shy.mp4
千禧经典台,http://smt.1678520.xyz/smt3.2.3.php?id=Tvbclassic
重温经典,http://38.75.136.137:82/live1/jsb.m3u8?id=cwjd&ip=whus28&usign=1LR7Q-EFMMTvbEbLXeCmxA
周润发,http://38.75.136.137:82/live1/jsb.m3u8?id=lbzrf&usign=1LR7Q-EFMMTvbEbLXeCmxA
伊太刀刀,http://tv.ximix.us/douyu/747764
Astro QJ,http://smt.1678520.xyz/smt3.2.3.php?id=Quanjia
TVB Plus,https://smt.1678520.xyz/163189/de659ed6e3ab1e55
Astro AEC,http://smt.1678520.xyz/smt3.2.3.php?id=AEC
悟道法师,https://tw2.amtb.de/liveedge/_definst_/smil:wdmaster.smil/playlist.m3u8
Only丶邵氏,http://tv.ximix.us/douyu/4246519
香港佛陀,https://sg1.amtb.de/liveedge/_definst_/smil:livetv.smil/chunklist_w1071093527_b828000.m3u8
baby丶贝贝,http://tv.ximix.us/douyu/431460
三時繫念法會,https://sg1.amtb.de/liveedge/_definst_/smil:sanshi_720p.smil/chunklist_w156722507_b828000.m3u8
华藏卫视,https://sg1.amtb.de/liveedge/_definst_/smil:livetv.smil/chunklist_w1071093527_b828000.m3u8
网络念佛堂,https://sg1.amtb.de/liveedge/_definst_/smil:amtb.smil/chunklist_w1128537717_b428000.m3u8
橙記Orange丶,http://tv.ximix.us/douyu/4549169
小毅主播q,http://tv.ximix.us/douyu/6906628
竹叶的熊猫,http://tv.ximix.us/douyu/3870925
小毅主播e,http://tv.ximix.us/douyu/11851549
永远快乐的小美女,http://tv.ximix.us/douyu/6091425
奇光主播q,http://tv.ximix.us/douyu/12560807
秋月剪水,http://tv.ximix.us/douyu/9588891
贾玲经典小品,http://tv.ximix.us/douyu/10419541
赵本山经典小品,http://tv.ximix.us/douyu/9817716
宋小宝小品,http://tv.ximix.us/douyu/9817729
无线新闻台,http://r.jdshipin.com/CkuBd
东森戏剧,https://smt.1678520.xyz/163189/f60cd3f14b06dabc
Poison丶冰冰,http://tv.ximix.us/douyu/74374
成龙,http://38.75.136.137:82/live1/jsb.m3u8?id=lbcl&ip=whus21&usign=1LR7Q-EFMMTvbEbLXeCmxA
龙祥时代,https://smt.1678520.xyz/163189/6963a2247128286b
奇光主播e,http://tv.ximix.us/douyu/11849873
开心麻花经典小品,http://tv.ximix.us/douyu/10153463
奇光主播,http://tv.ximix.us/douyu/8009547
傲天皇妃sama,http://tv.ximix.us/douyu/2073
HOY资讯台,http://smt.1678520.xyz/smt3.2.3.php?id=hoycaijing_twn
网神影厅,http://tv.ximix.us/douyu/508118
TVB星河,http://r.jdshipin.com/sXuuD
翡翠台,http://r.jdshipin.com/n90gt
华丽翡翠台,http://r.jdshipin.com/thuYX
凤凰中文,https://php.jdshipin.com:2096/smt.php?id=phoenixtv_hd
华丽翡翠台,https://php.jdshipin.com:2096/smt.php?id=Tvbjade
爱奇艺,https://php.jdshipin.com:2096/smt.php?id=Qiyi
Astro AOD,https://php.jdshipin.com:2096/smt.php?id=Aodhd
天映经典,https://php.jdshipin.com:2096/smt.php?id=Celestial2
凤凰香港,https://php.jdshipin.com:2096/smt.php?id=hkphoenix_twn
美亚电影台,https://php.jdshipin.com:2096/smt.php?id=meiyamovie_twn
八度空间,https://php.jdshipin.com:2096/smt.php?id=TV8
